87880
+Vehicle assignments
10761521
10749886
10763700
10759454
10756187
10763944
10738518
10770237
10773988
10771564
10771566
10750640
10771560
10772651
10770231
10750626
10760420
10735496
10736583
10759442
10757023
10738527
10758350
10713280
10759207
10772406
10756177
10770464
10733077
10757029
10772401
10774861
10774862
10751743
10780025
10760699
10762877
10730808
10760454
10738534
10757293
10760460
10765903
10741937
10699360
10750649
10760687
10749677
10610217
10764807
10548033
10770243
10670558
10746297
10746050
10702474
10724021
10747149
10761453
10781060
10763866
10763625
10758040
10774756
10753811
10750302
10722071
10754902
10771480
10760107
10753818
10760586
10756095
10756093
10764946
10771476
10773655
10750792
10771475
10770146
10750552
10749586
10754933
10752511
10773212
10774785
10748254
10751666
10772364
10771030
10754936
10776716
10771025
10772115
10772351
10770175
10730738
10750569
10739314
10762553
10781051
10759388
10762550
10765819
10752750
10754930
10754713
10776501
10700254
10566889
10775891
10751209
10753626
10771290
9911517
10693637
10761253
10775646
10452247
10753614
10704626
10753612
10774791
10761241
10764746
10758072
10766926
10738482
10738486
10752798
10775434
10738490
10749141
10772162
10742991
10740332
10767811
10738017
10782171
10763448
10714887
10739582
10754985
10773007
10776514
10751697
10750369
10754965
10774574
10774330
10762109
10763681
10715717
10766710
10758095
10749391
10753881
10754973
10726841
10775697
10776300
10751009
10777639
10584711
10773030
10764560
10741202
10763228
10768919
10696553
10751251
10751012
10753433
10756701
10753434
10751013
10755851
10731648
10777647
10774110
10756927
10774591
10766971
10762129
10763463
10741454
10764313
10760197
10761040
10738041
10777650
10773018
10751245
10754993
10755841
10751002
10755628
10766760
10764344
10763499
10766758
10753451
10730574
10754783
10751031
10750189
10772197
10776797
10753436
10775464
10754529
10776791
10761059
10778962
10685438
10753442
10755862
10755406
10756738
10756737
10559711
10758915
10780849
10767872
10773072
10722443
10769812
10764124
10769807
10751052
10761092
10777441
10730354
10756501
10700660
10734957
10773065
10756728
10757817
10721345
10766526
10767858
10732781
10751286
10756974
10753465
10724602
10767653
10767893
10766323
10763057
10741266
10754340
10755671
10755436
10757613
10778514
10775027
10775269
10756748
10775023
10773085
10766551
10742362
10766553
10765459
10769816
10742118
10742117
10722405
10543387
10756752
10757845
10776109
10753247
10753486
10757843
10776025
10767795
10684165
10768646
10767797
10742249
10779781
10756664
10777121
10753158
10779303
10757998
10756666
10775164
10720335
10767785
10764034
10780776
10765127
10764038
10768626
10709790
10752292
10758833
10778222
10754231
10757987
10753145
10756438
10724920
10706013
10747723
10746636
10766006
10772914
10755591
10770738
10777582
10736833
10777343
10759957
10724917
10758621
10753179
10742282
10734659
10758608
10764294
10746402
10746405
10766476
10774093
10768899
10780997
10765146
10707111
10769737
10756431
10771811
10779778
10729119
10755129
10758638
10761806
10768443
10781892
10768439
10778252
10779341
10757790
10756222
10756463
10778018
10759717
10764079
10744243
10768438
10749930
10781671
10754031
10756213
10759724
10757305
10755128
10750930
10765194
10750933
10762912
10744497
10755391
10758661
10755153
10755399
10779563
10759752
10777148
10762908
10742083
10769786
10760722
10677619
10760720
10749710
10737971
10755383
10755142
10756230
10756477
10735314
10735315
10759500
10761609
10760756
10780365
10760512
10745123
10679407
10747786
10778290
10758447
10756027
10746221
10771881
10756009
10766293
10766057
10744044
10756015
10769591
10734009
10762959
10705326
10767177
10749747
10760540
10755194
10774938
10770579
10756049
10758468
10662184
10768250
10780112
10768016
10762944
10767169
10768256
10704480
10662181
10755183
10759547
10771898
10779139
10717300
10758214
10771895
10771450
10767191
10771694
10749760
10761409
10767198
10760316
10762979
10751606
10613601
10729994
10761651
10779181
10763820
10758242
10758002
10757154
10781263
10740708
10770359
10771200
10758006
10750740
10752924
10768274
10761637
10769127
10760787
10762721
10719708
10719702
10735378
10758476
10771432
10771431
10770382
10691996
10762514
10781239
10763842
10760581
10759355
10764935
10772319
10735380
10763849
10772557
10771229
10756089
10680856
10772553
10737565
10750783
10750762
10774972
10768297
10745193
10746289
10725364
10757160
10293790
10774969
10773878
10770122
10773632
