87880
+Vehicle assignments
1SCS749;z0
1LHG398;z0
1NHY358;z4
1HUR659;z2
1FOS308;z10
1GIS093;z9
1HTN492;z10
1CXM669;z9
1FBL866;z5
1RXP707;z5
1PPG409;z5
1LGN785;z7
1DUG878;z5
1RXP824;z0
1GSX173;z3
1RRT320;z3
EX 1CQI853;z6
1NXH875;z13
1NCH783;z2
1NXG544;z9
1NNL013;z2
1PZA506;z1
1FRT288;z5
1PTS083;z0
1HRR327;z0
1DXM037;z2
1RRT325;z8
1PBR791;z5
1JAP895;z5
1NSH027;z11
1NGU056;z4
1GAJ230;z5
1SJJ119;z3
1SCS762;z4
1HZL277;z10
1GKX852;z13
1DUG853;z11
1RRT234;z3
1KHG459;z2
1GTS625;z3
1DUG857;z3
1SJJ105;z3
1PUS785;z5
1SKE123;z5
1SLX824;z3
1KEE360;z2
1HRR354;z8
1SCS782;z4
1LFB974;z3
1NNK910;z10
1FRD765;z0
1EDA821;z3
1ETV552;z4
1JTV340;z0
1NJZ656;z5
1DJH079;z12
1EWM029;z10
1SAS023;z11
1LEE881;z5
1CWM773;z4
1ELE010;z6
1RED115;z0
EX 1EGK788;z2
1NDS728;z11
1CFZ075;z2
1GVI726;z3
EX 1FFV280;z12
1LTC134;z3
1NLK454;z4
1FTE471;z7
1DLM013;z2
1HTN437;z10
1LRL840;z0
1NEV476;z3
1KBS533;z4
1HUR711;z6
1HLD493;z0
EX 1DEX676;z2
EX 1ERU943;z13
1EZR230;z10
1NTR952;z1
1FTE445;z10
1KEE450;z8
1DFI297;z2
1HPV099;z0
1KDB264;z1
1REG849;z5
1ELE039;z0
1FBL882;z8
1EQX581;z4
1CNE928;z12
1KKB899;z5
1LHG461;z2
1RUH887;z4
1NJY897;z0
1RRT308;z6
1NEP952;z9
1GNM463;z2
1NHL771;z12
1DGP283;z12
1KGX660;z2
1NDS747;z5
1DUG803;z8
1FBY633;z11
1PZZ973;z4
1JAP927;z8
1NJY923;z4
1RFH278;z2
1NNL088;z5
1PTS112;z5
1NTR925;z2
1SLL556;z2
EX 1FBY633;z4
1SKD330;z0
1HRV096;z13
1FGI339;z12
1PZA461;z6
1RFH264;z0
1REG813;z5
1SBU941;z2
1FFV280;z12
1FSH508;z6
1PZZ995;z5
1LHG413;z5
1RRT197;z2
1SGP871;z2
1FPF116;z0
1DHZ910;z3
1PRZ486;z3
1KPJ473;z10
1PNR669;z1
EX 1CWM791;z2
1CWM791;z9
1GPC245;z4
1SLL574;z4
1GXX853;z2
1LFB946;z1
1PBE888;z13
1LPY649;z0
1RED084;z5
1DLM027;z12
1SKD312;z7
EX 1DLM027;z0
1DSV407;z1
1KNB761;z8
1KTH041;z4
1LKN876;z4
1RLN366;z5
1EEA908;z3
1RUH933;z8
1NXG510;z4
1DHZ935;z5
1HTN294;z7
EX 1DJH079;z12
1JUU106;z2
1NEP766;z5
1ERO742;z4
1SCS793;z8
1EQX520;z7
EX 1DLM013;z2
1NGU029;z3
EX 1EDA821;z11
1FML795;z0
1KAL819;z0
EX 1EQX581;z2
1SJJ031;z11
1SKE184;z13
1PNR573;z11
1NXH830;z12
CAM 603;z13
1SHD347;z2
1RTV610;z0
1KFH200;z4
CAM 602;z13
1SHN214;z3
EX 1ELE039;z2
1EQX617;z0
1EEA928;z1
1HLD522;z3
1ERU943;z13
1GKR559;z5
EX 1CXM669;z2
1RXP726;z10
1KBS588;z3
1BHZ633;z12
EX 1DFI297;z9
1KKB935;z6
1SFJ717;z13
1SJH996;z1
1NEP792;z2
EX 1EWM029;z3
1HUR691;z0
1SDT222;z8
+Request assignments
10760945;1FPF116
10771617;1HLD493
10753148;1KAL819
10281790;1JTV340
10326558;1RED115
10366226;1ELE039
10366227;1NJY897
10528882;1LHG398
10538575;1RFH264
10566884;1SKD330
10577769;1HPV099
10601630;1RTV610
10613870;1HRR327
10626884;1LPY649
10628047;1HUR691
10642375;1EQX617
10668721;1RXP824
10675171;1SCS749
10682124;1PTS083
10695044;EX 1DLM027
10696414;1FRD765
10706831;1LRL840
10712444;1SJH996
10714261;1NTR952
10715726;1PZA506
10716012;1KDB264
10716523;1DSV407
10716719;1NTR952
10717302;1EEA928
10718273;1PNR669
10721927;1LFB946
10725134;1GXX853
10725198;1SGP871
10726651;1LHG461
10726711;EX 1CXM669
10726718;1CFZ075
10729620;1NEP792
10731705;1RRT197
10733446;1SBU941
10735231;1KHG459
10735264;1DXM037
10735384;1NNL013
10736688;1KGX660
10736692;1DGP283
10736847;1RFH278
10736981;1NCH783
10737057;1HUR659
10737402;EX 1EGK788
10737577;1JUU106
10738235;1NTR925
10738290;1NTR925
10738575;EX 1CWM791
10738994;1GNM463
10739574;EX 1DJH079
10739828;1SLL556
10739852;1KEE360
10740192;EX 1EQX581
10741263;1DFI297
10742093;1CNE928
10742096;1CNE928
10742122;EX 1ELE039
10742650;1SLX824
10743270;1SJJ105
10743824;1DGP283
10744114;1CNE928
10744158;1CNE928
10744949;EX 1EWM029
10745205;1NGU029
10745495;1NEV476
10745521;1SLX824
10745740;1GTS625
10745839;1KBS588
10746250;1LTC134
10746438;1RRT320
10746881;1SJJ119
10747798;1DUG857
10747890;1RRT234
10748004;1EEA908
10748009;1PRZ486
10748361;1GVI726
10748770;1HLD522
10748971;1LFB974
10749018;1SHN214
10749052;1GSX173
10749060;1SHN214
10749188;1EDA821
10749312;1DHZ910
10749330;1EDA821
10749743;1EQX581
10749896;1KBS533
10750089;1CNE928
10750237;1NXG510
10750554;1NHY358
10750560;1ERO742
10750567;1KFH200
10750614;1LKN876
10750642;1SCS782
10750652;1NJY923
10750779;1PZZ973
10750905;1KTH041
10750909;1NLK454
10750919;1CWM773
10750991;1SLL574
10751024;1RUH887
10751073;1ETV552
10751189;1SCS762
10751301;EX 1FBY633
10751648;1GPC245
10752213;1NGU056
10752224;1DGP283
10752220;1KBS533
10752301;1NEP766
10752328;1PZZ995
10752500;1RED084
10752742;1NDS747
10752767;1SKE123
10752905;1REG813
10753018;1FRT288
10753146;1GKR559
10753174;1NJZ656
10753184;1RLN366
10753272;1DUG878
10753369;1KKB899
10753401;1DHZ935
10753455;1PBR791
10753650;1PTS112
10753775;1LHG413
10753848;1LEE881
10753926;1JAP895
10753973;1FBL866
10754033;1REG849
10754160;1NNL088
10754208;1RXP707
10754262;1DJH079
10754287;1PUS785
10754423;1DGP283
10754452;1PPG409
10754484;1GAJ230
10754956;1KKB935
10754984;1RRT308
10755004;1PZA461
10755463;1FSH508
10755673;EX 1CQI853
10755729;1HUR711
10756012;1ELE010
10756443;1EQX520
10756481;1FTE471
10756557;1LGN785
10756671;1SKD312
10756715;1HTN294
10757529;1KEE450
10757594;1HRR354
10757842;1DGP283
10757974;1RUH933
10758054;1SCS793
10758118;1JAP927
10758507;1DUG803
10758537;1RRT325
10758579;1CNE928
10758640;1SDT222
10758757;1KNB761
10759250;1DJH079
10759446;1FBL882
10759556;1DUG803
10759802;1NEP952
10759803;1NXG544
10760589;1CXM669
10760617;EX 1DFI297
10760769;1GIS093
10762823;1CWM791
10764078;1FTE445
10764261;1HTN437
10764729;1HTN492
10764905;1EZR230
10765768;1RXP726
10766199;1KPJ473
10766263;1FOS308
10766450;1NNK910
10766693;1CNE928
10766797;1CNE928
10766855;1EWM029
10766890;1FFV280
10767023;1HZL277
10767429;1NSH027
10767629;1CNE928
10767708;EX 1EDA821
10767775;EX 1EDA821
10767920;1DUG853
10768070;1SAS023
10768136;1NDS728
10769328;1PNR573
10769396;1NSH027
10769468;1NSH027
10769527;EX 1EDA821
10769722;1FBY633
10770397;1DJH079
10770565;1SJJ031
10770901;1FFV280
10771164;1NHL771
10771897;1NXH830
10772692;1FFV280
10772931;1DGP283
10773287;1DLM027
10774379;EX 1FFV280
10774394;1CNE928
10774576;1DJH079
10775320;1CNE928
10776384;1DGP283
10779097;1HRV096
10781195;1HRV096
10530761;1NXH875
10711658;1GKX852
10715949;1SKE184
10724143;1NXH875
10741694;1NXH875
10745319;CAM 603
10745470;CAM 603
10745485;1SKE184
10748218;1NXH875
10756654;CAM 603
10757861;1NXH875
10759810;CAM 603
10759813;CAM 603
10760443;1SKE184
10764707;1NXH875
10764830;1SKE184
10765261;1SKE184
10768670;CAM 603
10773058;1NXH875
10773909;1SKE184
10776824;1NXH875
10779381;1NXH875
10780489;CAM 603
+Unassigned Request
10748594
10752855
10753941
10724140
10762898
10757078
10734194
10751752
10773780
10762408
10782278
10753939
10762403
10714577
10770266
10738564
10777930
10758180
10780067
10757090
10739426
10780074
10764619
10774418
10750463
10754801
10754802
10771383
10724590
10782256
10740654
10764849
10772228
9805339
10742839
10499686
10749488
10754835
10741521
10763793
10764884
10760045
10737263
10742608
10750242
10750243
10769090
10776611
10776610
10747079
10750226
10754827
10753978
10766800
10765714
10731970
10586376
10771156
10731979
10750257
10754615
10772285
10755705
10775790
10761155
10680213
10742628
10725649
10628922
10772278
10775305
10755951
10773125
10755950
10754849
10773120
10753759
10761138
10762467
10742882
10766822
10740697
10767911
10740214
10767917
10759064
10775535
10773357
10755966
10732602
10759093
10684681
10742654
10764443
10764445
10767710
10737069
10762023
10767702
10763107
10777522
10755973
10775568
10755972
10774477
10726713
10756807
10762005
10760069
10765764
10766605
10753781
10752690
10776408
10755964
10756811
10779953
10755962
10776404
10777535
10752237
10757926
10775115
10754657
10772086
10763131
10764464
10740248
10742427
10762287
10743756
10721007
10752243
10754889
10753559
10754645
10772079
10773162
10776670
10722578
10762029
10764205
10767719
10761184
10682288
10767718
10750051
10754655
10756858
10756856
10757709
10729199
10763151
10763155
10764246
10764488
10767748
10762066
10778890
10710589
10762062
10732413
10754681
10753592
10752266
10755535
10754201
10754686
10772098
10753578
10740280
10781829
10724977
10767983
10764475
10763379
10708021
10768824
10711421
10770900
10752491
10762292
10753343
10757942
10759907
10759905
10764265
10775390
10721452
10766688
10652870
10766679
10767529
10770939
10745735
10762080
10754449
10776237
10758808
10776236
9779816
10757715
10231572
10764250
10781805
10766671
10768852
10764014
10766433
10763168
10768604
10740059
10718277
10752273
10756873
10762071
10753126
10755209
10776140
10768761
10769850
10742130
10775291
10768525
10570151
10757877
10757859
10775048
10755438
10776370
10766334
10742388
10767417
10766569
10771916
10720447
10778548
10768301
10776163
10744336
10777221
10758747
10754148
10757658
10756308
10780879
10758969
10759817
10734537
10766354
10767204
10768778
10776390
10780876
10744100
10755460
10753281
10767233
10745689
10748712
10749802
10772819
10757672
10735888
10755497
10756103
10759855
10770874
10757432
10758526
10732134
10736972
10755239
10757417
10776179
10768550
10761912
10746548
10745453
10743279
10749809
10758992
10778384
10759844
10759603
10771952
10777298
10757421
10772802
10749826
10749823
10766167
10755270
10758783
10779681
10756125
10759635
10777022
10755034
10759874
10735662
10757216
10758303
10759876
10366223
10366220
10729205
10366221
10759618
10760607
10767246
10772829
10759860
10759625
10753087
10749840
10780486
10761966
10749839
10778176
10586341
10719631
10735201
10757479
10746340
10781108
10563467
10781345
10761713
10782433
10749614
10739809
10727243
10745497
10748522
10754190
10771518
10758316
10759647
10770425
10771750
10738960
10757227
10758797
10759644
10727479
10749861
10746595
10751703
10767054
10746116
10762834
10780462
10760896
10543868
10755075
10771306
10779246
10715497
10758344
10758588
10750860
10749638
10780473
10749637
10749634
10748788
10749633
10759421
10770207
10773958
10757005
10770442
10771530
10726367
10745286
10760438
